Age,Gender,MaritalStatus,IncomeLevel,NumTransactions,TotalAmountSpent,AvgTransactionAmount,NumServiceInteractions,NumUnresolvedIssues,LastLoginDate,LoginFrequency,ServiceUsage,ChurnStatus
33,M,Widowed,High,6,1440.83,240.13833333333332,0,0,2023-09-22,16,Website,0
28,F,Married,High,7,1539.42,219.91714285714286,0,0,2023-06-13,36,Online Banking,0
21,M,Divorced,High,2,398.92,199.46,1,0,2023-03-19,47,Website,0
21,F,Divorced,Low,5,1280.1000000000001,256.02000000000004,2,1,2023-06-04,30,Website,0
34,M,Divorced,Medium,5,541.1999999999999,108.23999999999998,0,0,2023-07-20,15,Website,0
66,M,Single,Medium,3,451.82,150.60666666666665,0,0,2023-11-13,8,Mobile App,0
27,F,Widowed,High,3,589.06,196.35333333333332,1,1,2023-05-06,31,Website,1
38,M,Widowed,Medium,5,1416.12,283.224,0,0,2023-02-12,9,Mobile App,1
55,M,Widowed,Low,4,956.3,239.075,0,0,2023-06-12,42,Online Banking,0
66,F,Widowed,Low,4,1085.17,271.2925,0,0,2023-04-22,21,Online Banking,0
35,F,Married,Low,7,1494.92,213.56,2,1,2023-11-08,39,Online Banking,0
27,M,Widowed,Low,1,344.33,344.33,1,1,2023-03-20,39,Website,0
62,M,Divorced,Medium,9,2580.58,286.7311111111111,2,1,2023-10-21,43,Website,0
33,F,Widowed,Low,6,2009.3200000000002,334.8866666666667,0,0,2023-07-20,20,Online Banking,0
56,F,Widowed,Medium,6,1453.74,242.29,2,1,2023-12-08,26,Website,0
32,F,Widowed,High,3,858.04,286.0133333333333,0,0,2023-10-20,38,Online Banking,0
51,F,Widowed,Medium,1,32.8,32.8,0,0,2023-06-01,43,Mobile App,0
22,M,Single,Low,5,972.8,194.56,1,1,2023-05-21,14,Online Banking,0
34,M,Divorced,Medium,1,285.35,285.35,0,0,2023-11-17,48,Online Banking,0
54,F,Single,High,6,1553.52,258.92,2,2,2023-02-10,41,Online Banking,0
25,M,Divorced,High,3,964.3299999999999,321.4433333333333,2,1,2023-05-01,21,Mobile App,0
41,F,Widowed,High,4,1021.08,255.27,2,2,2023-04-04,19,Online Banking,1
45,F,Widowed,Medium,3,660.3299999999999,220.10999999999999,2,0,2023-09-17,14,Online Banking,0
64,M,Divorced,Low,9,2348.82,260.98,2,1,2023-03-13,9,Online Banking,0
25,F,Divorced,Low,1,213.98,213.98,1,1,2023-07-11,42,Mobile App,1
40,F,Single,Medium,7,2097.75,299.67857142857144,0,0,2023-05-16,4,Mobile App,1
52,M,Single,Low,1,230.71,230.71,0,0,2023-04-28,23,Online Banking,0
48,M,Married,Low,2,344.12,172.06,1,0,2023-01-17,22,Online Banking,0
34,F,Married,Medium,4,1296.96,324.24,1,1,2023-04-25,20,Online Banking,0
45,M,Single,High,6,748.6800000000001,124.78000000000002,2,2,2023-03-22,19,Website,1
65,M,Married,Low,2,283.95,141.975,0,0,2023-10-17,19,Mobile App,1
65,M,Single,High,3,1105.44,368.48,0,0,2023-10-26,23,Mobile App,0
68,M,Single,Low,1,56.53,56.53,0,0,2023-10-18,31,Website,0
29,M,Single,High,6,1789.81,298.3016666666667,0,0,2023-09-12,46,Mobile App,0
41,M,Married,High,7,1892.1799999999998,270.31142857142856,0,0,2023-09-14,19,Mobile App,1
32,F,Divorced,Low,2,557.62,278.81,0,0,2023-02-17,44,Online Banking,0
57,M,Widowed,Low,3,772.3399999999999,257.44666666666666,2,0,2023-02-08,20,Online Banking,0
48,F,Married,Medium,7,1465.5,209.35714285714286,1,1,2023-09-14,26,Mobile App,0
44,F,Widowed,Low,7,1711.28,244.46857142857144,1,0,2023-05-18,6,Website,1
52,F,Widowed,Low,8,2079.5,259.9375,1,1,2023-05-04,28,Online Banking,0
35,M,Divorced,Medium,1,285.43,285.43,0,0,2023-09-23,41,Website,0
53,M,Married,High,6,913.21,152.20166666666668,1,0,2023-06-20,4,Mobile App,1
25,F,Widowed,Medium,5,1395.3000000000002,279.06000000000006,2,1,2023-05-09,49,Mobile App,0
63,F,Divorced,High,8,1127.04,140.88,1,0,2023-05-01,44,Website,0
66,F,Divorced,Medium,5,1752.58,350.51599999999996,2,1,2023-03-04,9,Website,0
55,F,Single,Low,7,1392.61,198.9442857142857,2,0,2023-11-08,49,Online Banking,0
22,M,Married,Low,7,1683.65,240.52142857142857,0,0,2023-06-08,14,Mobile App,1
31,F,Widowed,High,9,2543.12,282.56888888888886,2,2,2023-02-14,31,Website,0
55,M,Divorced,Low,7,1530.42,218.6314285714286,2,2,2023-07-26,29,Website,1
37,F,Widowed,High,1,483.5,483.5,2,1,2023-06-07,49,Mobile App,1
61,M,Married,Medium,3,801.36,267.12,0,0,2023-09-17,22,Website,0
26,M,Single,Low,1,311.62,311.62,1,1,2023-03-26,9,Website,0
50,F,Widowed,High,1,81.64,81.64,0,0,2023-12-27,11,Website,0
35,F,Single,Medium,9,1801.34,200.14888888888888,2,2,2023-07-23,25,Mobile App,0
23,F,Divorced,Low,5,1020.0,204.0,1,0,2023-07-31,34,Website,1
54,F,Single,Low,1,227.25,227.25,0,0,2023-01-29,38,Mobile App,0
19,M,Widowed,High,2,419.82,209.91,0,0,2023-04-01,5,Mobile App,0
47,M,Married,Low,1,252.15,252.15,0,0,2023-07-10,47,Website,0
23,M,Widowed,High,9,2393.2599999999998,265.91777777777776,0,0,2023-01-08,23,Website,0
34,M,Widowed,Low,6,1670.79,278.465,0,0,2023-08-13,22,Mobile App,0
